#,First Name,Last Name,Gender,Bloof Group,Date of Birth,Passport Number,NRIC Number,Religion,Race,Mobile Number,Country,State/Province,City,Zip/Postal Code,Address 1,Address 2,Academic Year,Register Number,Roll Number,Admission Date,Grade,Class,Session,Semester,Email,Password,Confirm Password,Father Name,Mother Name,Guardian Name,Guardian Relation,School Name,Qualification,Remarks
565,鉄雄,中根,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,565,2022-2023,BR0-022,872388923,27-03-2023,P1年,2組,Morning,Semester 565,s7665796@gmail.com,12345678,12345678,愛,,,,KMHHS,First,Good
566,義幸,尾形,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,566,2022-2023,BR0-022,872388923,27-03-2023,P1年,2組,Morning,Semester 566,s7665687@gmail.com,12345678,12345678,義博,,,,KMHHS,First,Good
567,安男,半田,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,567,2022-2023,BR0-022,872388923,27-03-2023,P1年,2組,Morning,Semester 567,s8603318@gmail.com,12345678,12345678,有里,,,,KMHHS,First,Good
568,純,村岡,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,568,2022-2023,BR0-022,872388923,27-03-2023,P1年,2組,Morning,Semester 568,s7665626@gmail.com,12345678,12345678,真史,,,,KMHHS,First,Good
569,恵,狩野,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,569,2022-2023,BR0-022,872388923,27-03-2023,P1年,2組,Morning,Semester 569,s7702590@gmail.com,12345678,12345678,恵美子,,,,KMHHS,First,Good
570,美智子,新垣,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,570,2022-2023,BR0-022,872388923,27-03-2023,P1年,2組,Morning,Semester 570,s8230726@gmail.com,12345678,12345678,真彦,,,,KMHHS,First,Good
571,一正,水上,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,571,2022-2023,BR0-022,872388923,27-03-2023,P1年,2組,Morning,Semester 571,s8387590@gmail.com,12345678,12345678,純一,,,,KMHHS,First,Good
572,譲,高村,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,572,2022-2023,BR0-022,872388923,27-03-2023,P1年,2組,Morning,Semester 572,s8240374@gmail.com,12345678,12345678,美加,,,,KMHHS,First,Good
573,良男,大津,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,573,2022-2023,BR0-022,872388923,27-03-2023,P1年,2組,Morning,Semester 573,s8192494@gmail.com,12345678,12345678,大介,,,,KMHHS,First,Good
574,重治,高柳,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,574,2022-2023,BR0-022,872388923,27-03-2023,P1年,2組,Morning,Semester 574,s8240472@gmail.com,12345678,12345678,仁志,,,,KMHHS,First,Good
575,忠彦,若松,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,575,2022-2023,BR0-022,872388923,27-03-2023,P1年,2組,Morning,Semester 575,s7947633@gmail.com,12345678,12345678,浩司,,,,KMHHS,First,Good
576,敏昭,柴崎,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,576,2022-2023,BR0-022,872388923,27-03-2023,P1年,2組,Morning,Semester 576,s8309194@gmail.com,12345678,12345678,恭子,,,,KMHHS,First,Good
577,信二,亀田,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,577,2022-2023,BR0-022,872388923,27-03-2023,P1年,2組,Morning,Semester 577,s7807112@gmail.com,12345678,12345678,美絵,,,,KMHHS,First,Good
578,俊之,高岡,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,578,2022-2023,BR0-022,872388923,27-03-2023,P1年,2組,Morning,Semester 578,s8233113@gmail.com,12345678,12345678,智恵美,,,,KMHHS,First,Good
579,吉男,立石,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,579,2022-2023,BR0-022,872388923,27-03-2023,P1年,2組,Morning,Semester 579,s7664004@gmail.com,12345678,12345678,武雄,,,,KMHHS,First,Good
580,初男,市村,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,580,2022-2023,BR0-022,872388923,27-03-2023,P1年,2組,Morning,Semester 580,s7663796@gmail.com,12345678,12345678,浩一郎,,,,KMHHS,First,Good
581,信治,玉城,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,581,2022-2023,BR0-022,872388923,27-03-2023,P1年,2組,Morning,Semester 581,s8650779@gmail.com,12345678,12345678,一誠,,,,KMHHS,First,Good
582,良子,寺島,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,582,2022-2023,BR0-022,872388923,27-03-2023,P1年,2組,Morning,Semester 582,s7663964@gmail.com,12345678,12345678,那津子,,,,KMHHS,First,Good
583,博志,内野,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,583,2022-2023,BR0-022,872388923,27-03-2023,P1年,2組,Morning,Semester 583,s8490569@gmail.com,12345678,12345678,泰司,,,,KMHHS,First,Good
584,誠司,三島,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,584,2022-2023,BR0-022,872388923,27-03-2023,P1年,2組,Morning,Semester 584,s8021328@gmail.com,12345678,12345678,大輔,,,,KMHHS,First,Good
585,修三,瀬川,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,585,2022-2023,BR0-022,872388923,27-03-2023,P1年,2組,Morning,Semester 585,s7663969@gmail.com,12345678,12345678,祐輔,,,,KMHHS,First,Good
586,市郎,武内,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,586,2022-2023,BR0-022,872388923,27-03-2023,P1年,2組,Morning,Semester 586,s7663557@gmail.com,12345678,12345678,崇,,,,KMHHS,First,Good
587,隆治,奈良,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,587,2022-2023,BR0-022,872388923,27-03-2023,P1年,2組,Morning,Semester 587,s7663760@gmail.com,12345678,12345678,嘉幸,,,,KMHHS,First,Good
588,博史,木内,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,588,2022-2023,BR0-022,872388923,27-03-2023,P1年,2組,Morning,Semester 588,s7664263@gmail.com,12345678,12345678,真里,,,,KMHHS,First,Good
589,定,藤崎,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,589,2022-2023,BR0-022,872388923,27-03-2023,P1年,2組,Morning,Semester 589,s7664267@gmail.com,12345678,12345678,マキ,,,,KMHHS,First,Good
590,三夫,平,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,590,2022-2023,BR0-022,872388923,27-03-2023,P1年,2組,Morning,Semester 590,s8055808@gmail.com,12345678,12345678,雄平,,,,KMHHS,First,Good
591,秀人,久野,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,591,2022-2023,BR0-022,872388923,27-03-2023,P1年,2組,Morning,Semester 591,s7809873@gmail.com,12345678,12345678,真麻,,,,KMHHS,First,Good
592,正徳,植松,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,592,2022-2023,BR0-022,872388923,27-03-2023,P1年,2組,Morning,Semester 592,s8183909@gmail.com,12345678,12345678,奈穂子,,,,KMHHS,First,Good
593,政則,清野,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,593,2022-2023,BR0-022,872388923,27-03-2023,P1年,2組,Morning,Semester 593,s11637585@gmail.com,12345678,12345678,茉莉子,,,,KMHHS,First,Good
594,修司,真鍋,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,594,2022-2023,BR0-022,872388923,27-03-2023,P2年,1組,Morning,Semester 594,s8821943@gmail.com,12345678,12345678,英,,,,KMHHS,First,Good
595,秀治,玉井,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,595,2022-2023,BR0-022,872388923,27-03-2023,P2年,1組,Morning,Semester 595,s8240511@gmail.com,12345678,12345678,亮平,,,,KMHHS,First,Good
596,松男,深谷,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,596,2022-2023,BR0-022,872388923,27-03-2023,P2年,1組,Morning,Semester 596,s7663147@gmail.com,12345678,12345678,陽子,,,,KMHHS,First,Good
597,勝次,水口,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,597,2022-2023,BR0-022,872388923,27-03-2023,P2年,1組,Morning,Semester 597,s7663289@gmail.com,12345678,12345678,悟,,,,KMHHS,First,Good
598,徳治,江藤,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,598,2022-2023,BR0-022,872388923,27-03-2023,P2年,1組,Morning,Semester 598,s7663363@gmail.com,12345678,12345678,勲,,,,KMHHS,First,Good
599,朗,大沼,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,599,2022-2023,BR0-022,872388923,27-03-2023,P2年,1組,Morning,Semester 599,s7663930@gmail.com,12345678,12345678,絵利子,,,,KMHHS,First,Good
600,一二,進藤,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,600,2022-2023,BR0-022,872388923,27-03-2023,P2年,1組,Morning,Semester 600,s7663783@gmail.com,12345678,12345678,裕之,,,,KMHHS,First,Good
601,八重子,並木,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,601,2022-2023,BR0-022,872388923,27-03-2023,P2年,1組,Morning,Semester 601,s8544628@gmail.com,12345678,12345678,美鈴,,,,KMHHS,First,Good
602,昌彦,守屋,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,602,2022-2023,BR0-022,872388923,27-03-2023,P2年,1組,Morning,Semester 602,s7838738@gmail.com,12345678,12345678,祐子,,,,KMHHS,First,Good
603,信也,寺本,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,603,2022-2023,BR0-022,872388923,27-03-2023,P2年,1組,Morning,Semester 603,s11549507@gmail.com,12345678,12345678,洋輔,,,,KMHHS,First,Good
604,巖,橋口,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,604,2022-2023,BR0-022,872388923,27-03-2023,P2年,1組,Morning,Semester 604,s7665406@gmail.com,12345678,12345678,早百合,,,,KMHHS,First,Good
605,康之,高見,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,605,2022-2023,BR0-022,872388923,27-03-2023,P2年,1組,Morning,Semester 605,s7665680@gmail.com,12345678,12345678,匠,,,,KMHHS,First,Good
606,常夫,菅谷,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,606,2022-2023,BR0-022,872388923,27-03-2023,P2年,1組,Morning,Semester 606,s12854249@gmail.com,12345678,12345678,竜也,,,,KMHHS,First,Good
607,敏治,宮地,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,607,2022-2023,BR0-022,872388923,27-03-2023,P2年,1組,Morning,Semester 607,s7665826@gmail.com,12345678,12345678,昌宏,,,,KMHHS,First,Good
608,秋夫,織田,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,608,2022-2023,BR0-022,872388923,27-03-2023,P2年,1組,Morning,Semester 608,s7962951@gmail.com,12345678,12345678,敏博,,,,KMHHS,First,Good
609,晃一,藤森,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,609,2022-2023,BR0-022,872388923,27-03-2023,P2年,1組,Morning,Semester 609,s8487702@gmail.com,12345678,12345678,美紀,,,,KMHHS,First,Good
610,弘行,河本,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,610,2022-2023,BR0-022,872388923,27-03-2023,P2年,1組,Morning,Semester 610,s8240517@gmail.com,12345678,12345678,文子,,,,KMHHS,First,Good
611,勝之,毛利,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,611,2022-2023,BR0-022,872388923,27-03-2023,P2年,1組,Morning,Semester 611,s8240543@gmail.com,12345678,12345678,カオリ,,,,KMHHS,First,Good
612,栄次,宮島,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,612,2022-2023,BR0-022,872388923,27-03-2023,P2年,1組,Morning,Semester 612,s8615631@gmail.com,12345678,12345678,美幸,,,,KMHHS,First,Good
613,徳雄,石渡,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,613,2022-2023,BR0-022,872388923,27-03-2023,P2年,1組,Morning,Semester 613,s7776121@gmail.com,12345678,12345678,マユミ,,,,KMHHS,First,Good
614,高志,大江,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,614,2022-2023,BR0-022,872388923,27-03-2023,P2年,1組,Morning,Semester 614,s7663432@gmail.com,12345678,12345678,愛,,,,KMHHS,First,Good
615,秀昭,矢部,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,615,2022-2023,BR0-022,872388923,27-03-2023,P2年,1組,Morning,Semester 615,s7664471@gmail.com,12345678,12345678,啓子,,,,KMHHS,First,Good
616,宗一,市原,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,616,2022-2023,BR0-022,872388923,27-03-2023,P2年,1組,Morning,Semester 616,s7663153@gmail.com,12345678,12345678,和徳,,,,KMHHS,First,Good
617,時雄,有馬,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,617,2022-2023,BR0-022,872388923,27-03-2023,P2年,1組,Morning,Semester 617,s7663612@gmail.com,12345678,12345678,尚子,,,,KMHHS,First,Good
618,寛治,有田,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,618,2022-2023,BR0-022,872388923,27-03-2023,P2年,1組,Morning,Semester 618,s7642906@gmail.com,12345678,12345678,泰明,,,,KMHHS,First,Good
619,政明,下山,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,619,2022-2023,BR0-022,872388923,27-03-2023,P2年,1組,Morning,Semester 619,s6676560@gmail.com,12345678,12345678,周作,,,,KMHHS,First,Good
620,博一,高原,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,620,2022-2023,BR0-022,872388923,27-03-2023,P2年,1組,Morning,Semester 620,s7231312@gmail.com,12345678,12345678,千紗,,,,KMHHS,First,Good
621,勝行,那須,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,621,2022-2023,BR0-022,872388923,27-03-2023,P2年,1組,Morning,Semester 621,s7232037@gmail.com,12345678,12345678,直子,,,,KMHHS,First,Good
622,喜久雄,鳥居,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,622,2022-2023,BR0-022,872388923,27-03-2023,P2年,1組,Morning,Semester 622,s7232178@gmail.com,12345678,12345678,篤史,,,,KMHHS,First,Good
623,貞子,飯野,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,623,2022-2023,BR0-022,872388923,27-03-2023,P2年,2組,Morning,Semester 623,s7295137@gmail.com,12345678,12345678,剛,,,,KMHHS,First,Good
624,政弘,関谷,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,624,2022-2023,BR0-022,872388923,27-03-2023,P2年,2組,Morning,Semester 624,s7082297@gmail.com,12345678,12345678,雄二,,,,KMHHS,First,Good
625,恵美子,松沢,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,625,2022-2023,BR0-022,872388923,27-03-2023,P2年,2組,Morning,Semester 625,s6538731@gmail.com,12345678,12345678,徹也,,,,KMHHS,First,Good
626,照子,北山,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,626,2022-2023,BR0-022,872388923,27-03-2023,P2年,2組,Morning,Semester 626,s6679353@gmail.com,12345678,12345678,小夜子,,,,KMHHS,First,Good
627,治郎,坂下,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,627,2022-2023,BR0-022,872388923,27-03-2023,P2年,2組,Morning,Semester 627,s6746571@gmail.com,12345678,12345678,信介,,,,KMHHS,First,Good
628,博昭,野上,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,628,2022-2023,BR0-022,872388923,27-03-2023,P2年,2組,Morning,Semester 628,s6955678@gmail.com,12345678,12345678,まき,,,,KMHHS,First,Good
629,繁男,板垣,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,629,2022-2023,BR0-022,872388923,27-03-2023,P2年,2組,Morning,Semester 629,s6799302@gmail.com,12345678,12345678,直樹,,,,KMHHS,First,Good
630,宏之,前原,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,630,2022-2023,BR0-022,872388923,27-03-2023,P2年,2組,Morning,Semester 630,s7206298@gmail.com,12345678,12345678,広樹,,,,KMHHS,First,Good
631,嘉一,牧,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,631,2022-2023,BR0-022,872388923,27-03-2023,P2年,2組,Morning,Semester 631,s6746802@gmail.com,12345678,12345678,博則,,,,KMHHS,First,Good
632,久義,三原,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,632,2022-2023,BR0-022,872388923,27-03-2023,P2年,2組,Morning,Semester 632,s7206704@gmail.com,12345678,12345678,めぐみ,,,,KMHHS,First,Good
633,政彦,川井,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,633,2022-2023,BR0-022,872388923,27-03-2023,P2年,2組,Morning,Semester 633,s6748041@gmail.com,12345678,12345678,香織,,,,KMHHS,First,Good
634,正憲,坂上,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,634,2022-2023,BR0-022,872388923,27-03-2023,P2年,2組,Morning,Semester 634,s7203868@gmail.com,12345678,12345678,桃子,,,,KMHHS,First,Good
635,芳子,染谷,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,635,2022-2023,BR0-022,872388923,27-03-2023,P2年,2組,Morning,Semester 635,s7156680@gmail.com,12345678,12345678,美帆子,,,,KMHHS,First,Good
636,義文,田崎,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,636,2022-2023,BR0-022,872388923,27-03-2023,P2年,2組,Morning,Semester 636,s7157625@gmail.com,12345678,12345678,司,,,,KMHHS,First,Good
637,孝子,立花,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,637,2022-2023,BR0-022,872388923,27-03-2023,P2年,2組,Morning,Semester 637,s7207613@gmail.com,12345678,12345678,靖雄,,,,KMHHS,First,Good
638,真二,外山,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,638,2022-2023,BR0-022,872388923,27-03-2023,P2年,2組,Morning,Semester 638,s7233522@gmail.com,12345678,12345678,秀人,,,,KMHHS,First,Good
639,康博,平尾,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,639,2022-2023,BR0-022,872388923,27-03-2023,P2年,2組,Morning,Semester 639,s7208002@gmail.com,12345678,12345678,信太朗,,,,KMHHS,First,Good
640,幸彦,岩佐,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,640,2022-2023,BR0-022,872388923,27-03-2023,P2年,2組,Morning,Semester 640,s7208173@gmail.com,12345678,12345678,敦子,,,,KMHHS,First,Good
641,勝幸,松木,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,641,2022-2023,BR0-022,872388923,27-03-2023,P2年,2組,Morning,Semester 641,s6749460@gmail.com,12345678,12345678,文平,,,,KMHHS,First,Good
642,信彦,小室,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,642,2022-2023,BR0-022,872388923,27-03-2023,P2年,2組,Morning,Semester 642,s8290410@gmail.com,12345678,12345678,美樹,,,,KMHHS,First,Good
643,英俊,成瀬,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,643,2022-2023,BR0-022,872388923,27-03-2023,P2年,2組,Morning,Semester 643,s7472027@gmail.com,12345678,12345678,功一,,,,KMHHS,First,Good
644,久一,三田,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,644,2022-2023,BR0-022,872388923,27-03-2023,P2年,2組,Morning,Semester 644,s6945379@gmail.com,12345678,12345678,周作,,,,KMHHS,First,Good
645,健一郎,高尾,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,645,2022-2023,BR0-022,872388923,27-03-2023,P2年,2組,Morning,Semester 645,s6563190@gmail.com,12345678,12345678,ひろみ,,,,KMHHS,First,Good
646,勝司,山城,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,646,2022-2023,BR0-022,872388923,27-03-2023,P2年,2組,Morning,Semester 646,s9775873@gmail.com,12345678,12345678,早苗,,,,KMHHS,First,Good
647,重光,長谷,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,647,2022-2023,BR0-022,872388923,27-03-2023,P2年,2組,Morning,Semester 647,s7209094@gmail.com,12345678,12345678,真史,,,,KMHHS,First,Good
648,英子,阪本,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,648,2022-2023,BR0-022,872388923,27-03-2023,P2年,2組,Morning,Semester 648,s7234209@gmail.com,12345678,12345678,浩二,,,,KMHHS,First,Good
649,隆義,葛西,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,649,2022-2023,BR0-022,872388923,27-03-2023,P2年,2組,Morning,Semester 649,s6450838@gmail.com,12345678,12345678,康範,,,,KMHHS,First,Good
650,清春,宇佐美,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,650,2022-2023,BR0-022,872388923,27-03-2023,P2年,2組,Morning,Semester 650,s6825359@gmail.com,12345678,12345678,優子,,,,KMHHS,First,Good
651,和正,野本,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,651,2022-2023,BR0-022,872388923,27-03-2023,P2年,2組,Morning,Semester 651,s6243833@gmail.com,12345678,12345678,雅也,,,,KMHHS,First,Good
652,幸弘,滝本,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,652,2022-2023,BR0-022,872388923,27-03-2023,P2年,2組,Morning,Semester 652,s7234860@gmail.com,12345678,12345678,宏則,,,,KMHHS,First,Good
